,time,count,word
0,2022-12-16 18:16:54,4,ON
1,2022-12-16 18:16:38,5,ON
2,2022-12-16 18:16:28,4,ON
3,2022-12-16 18:16:44,6,ON
4,2022-12-16 18:16:49,5,ON
