Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-28 00:00:00-04:00,87.43895721435547,87.43895721435547,87.43895721435547,87.43895721435547,0,0.0,0
2015-04-29 00:00:00-04:00,87.07171630859375,87.07171630859375,87.07171630859375,87.07171630859375,0,0.0,0
2015-04-30 00:00:00-04:00,86.10987854003906,86.10987854003906,86.10987854003906,86.10987854003906,0,0.0,0
2015-05-01 00:00:00-04:00,86.98426818847656,86.98426818847656,86.98426818847656,86.98426818847656,0,0.0,0
2015-05-04 00:00:00-04:00,87.24661254882812,87.24661254882812,87.24661254882812,87.24661254882812,0,0.0,0
2015-05-05 00:00:00-04:00,86.18856048583984,86.18856048583984,86.18856048583984,86.18856048583984,0,0.0,0
2015-05-06 00:00:00-04:00,85.92626953124999,85.92626953124999,85.92626953124999,85.92626953125,0,0.0,0
2015-05-07 00:00:00-04:00,86.2847671508789,86.2847671508789,86.2847671508789,86.2847671508789,0,0.0,0
2015-05-08 00:00:00-04:00,87.36027526855469,87.36027526855469,87.36027526855469,87.36027526855469,0,0.0,0
2015-05-11 00:00:00-04:00,87.010498046875,87.010498046875,87.010498046875,87.010498046875,0,0.0,0
2015-05-12 00:00:00-04:00,86.78316497802734,86.78316497802734,86.78316497802734,86.78316497802734,0,0.0,0
2015-05-13 00:00:00-04:00,86.76567077636719,86.76567077636719,86.76567077636719,86.76567077636719,0,0.0,0
2015-05-14 00:00:00-04:00,87.68377685546875,87.68377685546875,87.68377685546875,87.68377685546875,0,0.0,0
2015-05-15 00:00:00-04:00,87.76248168945312,87.76248168945312,87.76248168945312,87.76248168945312,0,0.0,0
2015-05-18 00:00:00-04:00,88.12098693847656,88.12098693847656,88.12098693847656,88.12098693847656,0,0.0,0
2015-05-19 00:00:00-04:00,88.05976867675781,88.05976867675781,88.05976867675781,88.05976867675781,0,0.0,0
2015-05-20 00:00:00-04:00,88.00730133056642,88.00730133056642,88.00730133056642,88.0073013305664,0,0.0,0
2015-05-21 00:00:00-04:00,88.19967651367188,88.19967651367188,88.19967651367188,88.19967651367188,0,0.0,0
2015-05-22 00:00:00-04:00,88.0160675048828,88.0160675048828,88.0160675048828,88.01606750488281,0,0.0,0
2015-05-26 00:00:00-04:00,87.12419128417969,87.12419128417969,87.12419128417969,87.12419128417969,0,0.0,0
2015-05-27 00:00:00-04:00,87.92862701416016,87.92862701416016,87.92862701416016,87.92862701416016,0,0.0,0
2015-05-28 00:00:00-04:00,87.8324203491211,87.8324203491211,87.8324203491211,87.8324203491211,0,0.0,0
2015-05-29 00:00:00-04:00,87.30779266357422,87.30779266357422,87.30779266357422,87.30779266357422,0,0.0,0
2015-06-01 00:00:00-04:00,87.48269653320312,87.48269653320312,87.48269653320312,87.48269653320312,0,0.0,0
2015-06-02 00:00:00-04:00,87.43895721435547,87.43895721435547,87.43895721435547,87.43895721435547,0,0.0,0
2015-06-03 00:00:00-04:00,87.71002960205078,87.71002960205078,87.71002960205078,87.71002960205078,0,0.0,0
2015-06-04 00:00:00-04:00,86.94931030273438,86.94931030273438,86.94931030273438,86.94931030273438,0,0.0,0
2015-06-05 00:00:00-04:00,86.94931030273438,86.94931030273438,86.94931030273438,86.94931030273438,0,0.0,0
2015-06-08 00:00:00-04:00,86.38093566894531,86.38093566894531,86.38093566894531,86.38093566894531,0,0.0,0
2015-06-09 00:00:00-04:00,86.38093566894531,86.38093566894531,86.38093566894531,86.38093566894531,0,0.0,0
2015-06-10 00:00:00-04:00,87.4127197265625,87.4127197265625,87.4127197265625,87.4127197265625,0,0.0,0
2015-06-11 00:00:00-04:00,87.61383819580078,87.61383819580078,87.61383819580078,87.61383819580078,0,0.0,0
2015-06-12 00:00:00-04:00,87.0542221069336,87.0542221069336,87.0542221069336,87.0542221069336,0,0.0,0
2015-06-15 00:00:00-04:00,86.6607437133789,86.6607437133789,86.6607437133789,86.6607437133789,0,0.0,0
2015-06-16 00:00:00-04:00,87.1504135131836,87.1504135131836,87.1504135131836,87.1504135131836,0,0.0,0
2015-06-17 00:00:00-04:00,87.29904174804688,87.29904174804688,87.29904174804688,87.29904174804688,0,0.0,0
2015-06-18 00:00:00-04:00,88.18218994140625,88.18218994140625,88.18218994140625,88.18218994140625,0,0.0,0
2015-06-19 00:00:00-04:00,87.77996826171875,87.77996826171875,87.77996826171875,87.77996826171875,0,0.0,0
2015-06-22 00:00:00-04:00,88.29586791992188,88.29586791992188,88.29586791992188,88.29586791992188,0,0.0,0
2015-06-23 00:00:00-04:00,88.37455749511719,88.37455749511719,88.37455749511719,88.37455749511719,0,0.0,0
2015-06-24 00:00:00-04:00,87.68377685546875,87.68377685546875,87.68377685546875,87.68377685546875,0,0.0,0
2015-06-25 00:00:00-04:00,87.44053649902344,87.44053649902344,87.44053649902344,87.44053649902344,0,0.433,0
2015-06-26 00:00:00-04:00,87.39663696289062,87.39663696289062,87.39663696289062,87.39663696289062,0,0.0,0
2015-06-29 00:00:00-04:00,85.54366302490234,85.54366302490234,85.54366302490234,85.54366302490234,0,0.0,0
2015-06-30 00:00:00-04:00,85.8246841430664,85.8246841430664,85.8246841430664,85.8246841430664,0,0.0,0
2015-07-01 00:00:00-04:00,86.36917114257811,86.36917114257811,86.36917114257811,86.36917114257812,0,0.0,0
2015-07-02 00:00:00-04:00,86.29889678955078,86.29889678955078,86.29889678955078,86.29889678955078,0,0.0,0
2015-07-06 00:00:00-04:00,86.00030517578125,86.00030517578125,86.00030517578125,86.00030517578125,0,0.0,0
2015-07-07 00:00:00-04:00,86.47452545166016,86.47452545166016,86.47452545166016,86.47452545166016,0,0.0,0
2015-07-08 00:00:00-04:00,85.0518798828125,85.0518798828125,85.0518798828125,85.0518798828125,0,0.0,0
2015-07-09 00:00:00-04:00,85.25386810302734,85.25386810302734,85.25386810302734,85.25386810302734,0,0.0,0
2015-07-10 00:00:00-04:00,86.30768585205078,86.30768585205078,86.30768585205078,86.30768585205078,0,0.0,0
2015-07-13 00:00:00-04:00,87.2473373413086,87.2473373413086,87.2473373413086,87.2473373413086,0,0.0,0
2015-07-14 00:00:00-04:00,87.66885375976562,87.66885375976562,87.66885375976562,87.66885375976562,0,0.0,0
2015-07-15 00:00:00-04:00,87.51079559326172,87.51079559326172,87.51079559326172,87.51079559326172,0,0.0,0
2015-07-16 00:00:00-04:00,88.16064453125,88.16064453125,88.16064453125,88.16064453125,0,0.0,0
2015-07-17 00:00:00-04:00,88.16942596435547,88.16942596435547,88.16942596435547,88.16942596435547,0,0.0,0
2015-07-20 00:00:00-04:00,88.17821502685547,88.17821502685547,88.17821502685547,88.17821502685547,0,0.0,0
2015-07-21 00:00:00-04:00,87.78302001953125,87.78302001953125,87.78302001953125,87.78302001953125,0,0.0,0
2015-07-22 00:00:00-04:00,87.64250946044922,87.64250946044922,87.64250946044922,87.64250946044922,0,0.0,0
2015-07-23 00:00:00-04:00,87.1243896484375,87.1243896484375,87.1243896484375,87.1243896484375,0,0.0,0
2015-07-24 00:00:00-04:00,86.18474578857422,86.18474578857422,86.18474578857422,86.18474578857422,0,0.0,0
2015-07-27 00:00:00-04:00,85.61393737792969,85.61393737792969,85.61393737792969,85.61393737792969,0,0.0,0
2015-07-28 00:00:00-04:00,86.65016174316405,86.65016174316405,86.65016174316405,86.65016174316406,0,0.0,0
2015-07-29 00:00:00-04:00,87.29124450683594,87.29124450683594,87.29124450683594,87.29124450683594,0,0.0,0
