Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-12-31 00:00:00-05:00,1.715706672975168,1.738341212272644,1.693071989479261,1.738341212272644,431705,0.0,0.0
1982-01-04 00:00:00-05:00,1.738341212272644,1.7473951433503792,1.7202334943156046,1.738341212272644,329624,0.0,0.0
1982-01-05 00:00:00-05:00,1.7202335202923904,1.7292874515068464,1.7111797332763672,1.7111797332763672,383274,0.0,0.0
1982-01-06 00:00:00-05:00,1.7111795352217567,1.7202333211898804,1.7021257492536332,1.7202333211898804,281819,0.0,0.0
1982-01-07 00:00:00-05:00,1.7111795352217567,1.7202333211898804,1.7021257492536332,1.7202333211898804,168674,0.0,0.0
1982-01-08 00:00:00-05:00,1.7473951293756183,1.7926644960053912,1.702125906944275,1.702125906944275,158027,0.0,0.0
1982-01-11 00:00:00-05:00,1.693071770297224,1.711179485910071,1.6659101247787476,1.6659101247787476,284742,0.0,0.0
1982-01-12 00:00:00-05:00,1.6659103774598014,1.6749643087387085,1.6568564461808946,1.6749643087387085,242156,0.0,0.0
1982-01-13 00:00:00-05:00,1.6568561792373657,1.674964038877741,1.638748607993812,1.6568561792373657,197482,0.0,0.0
1982-01-14 00:00:00-05:00,1.6387478658952412,1.656855428938878,1.6206401586532593,1.6206401586532593,295806,0.0,0.0
1982-01-15 00:00:00-05:00,1.6478019952774048,1.6659095605590668,1.6206403589581848,1.6478019952774048,204580,0.0,0.0
1982-01-18 00:00:00-05:00,1.6478025378139998,1.6568561792373657,1.638748607993812,1.6568561792373657,239233,0.0,0.0
1982-01-19 00:00:00-05:00,1.6659103774598014,1.6840180958191813,1.6478028032988559,1.6749643087387085,198317,0.0,0.0
1982-01-20 00:00:00-05:00,1.6749643087387085,1.6749643087387085,1.6659103774598014,1.6749643087387085,171805,0.0,0.0
1982-01-21 00:00:00-05:00,1.6568561792373657,1.6659101090575534,1.638748607993812,1.6568561792373657,182034,0.0,0.0
1982-01-22 00:00:00-05:00,1.6387478658952412,1.656855428938878,1.6115862329330954,1.6206401586532593,458634,0.0,0.0
1982-01-25 00:00:00-05:00,1.5934792757034302,1.6115868456312596,1.566317632414885,1.5934792757034302,398931,0.0,0.0
1982-01-26 00:00:00-05:00,1.5934790194497865,1.6115865864656667,1.5753711640371517,1.5844250917434692,442560,0.0,0.0
1982-01-27 00:00:00-05:00,1.5753711640371517,1.5844250917434692,1.5663173805292117,1.5844250917434692,228795,0.0,0.0
1982-01-28 00:00:00-05:00,1.6206411536605694,1.6749643087387085,1.5663179985824303,1.6749643087387085,289126,0.0,0.0
1982-01-29 00:00:00-05:00,1.6478025601266602,1.6749640615581916,1.6206409144967162,1.6296947002410889,224411,0.0,0.0
